Reporter_code,Reporter_description,Partner_code,Partner_description,Indicator_code,Indicator_description,Flow_Code,Flow_Description,Year,Unit,Value,Flag,Source_Description,Note
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2000,million USD,5351.838208,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2000,million USD,44426.88819,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2000,million USD,13559.33578,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2000,million USD,1580.690952,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2000,million USD,12832.26624,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2000,million USD,19508.26496,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2000,million USD,12097.72442,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2000,million USD,9589.438416,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2000,million USD,7693.005008,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2000,million USD,3798.400316,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2000,million USD,10858.40384,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2000,million USD,33939.15808,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2000,million USD,20636.86861,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2000,million USD,12412.83686,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2000,million USD,7855.414784,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2000,million USD,18637.89978,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2000,million USD,91931.09094,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2000,million USD,12434.95727,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2000,million USD,9689.426944,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2000,million USD,16134.63245,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2000,million USD,4390.728704,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2001,million USD,266098,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2001,million USD,243553,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2001,million USD,12573.17274,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2001,million USD,11600.79013,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2001,million USD,94900.7401,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2001,million USD,3152.188416,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2001,million USD,23758.73741,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2001,million USD,1217.527296,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2001,million USD,13352.11827,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2001,million USD,49564.89728,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2001,million USD,1274.491904,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2001,million USD,14222.13126,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2001,million USD,9366.23856,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2001,million USD,1978.49472,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2001,million USD,52262.99699,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2001,million USD,9769.36904,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2001,million USD,12659.7673,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2001,million USD,20124.75382,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2001,million USD,23611.89171,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2001,million USD,8404.719616,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2001,million USD,17465.73722,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2001,million USD,13049.07367,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2001,million USD,16625.88268,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2001,million USD,36650.20518,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2001,million USD,13293.23827,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2001,million USD,32104.43776,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2001,million USD,1891.73888,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2001,million USD,16825.22317,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2001,million USD,31824.7687,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2001,million USD,4931.812352,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2001,million USD,189920.9271,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2001,million USD,10749.11232,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2001,million USD,4912.261844,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2001,million USD,235822.3666,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2001,million USD,107015.0615,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2001,million USD,23572.44723,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2002,million USD,325596,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2002,million USD,295170,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2002,million USD,14149.88595,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2002,million USD,11183.08275,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2002,million USD,15324.92902,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2002,million USD,35167.41222,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2002,million USD,16163.52462,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2002,million USD,34946.42669,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2002,million USD,1356.415744,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2002,million USD,6960.212116,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2002,million USD,17094.0375,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2002,million USD,9891.160384,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2002,million USD,21847.64544,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2002,million USD,75521.5273,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2002,million USD,8435.22816,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2002,million USD,36227.80928,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2002,million USD,19284.55373,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2002,million USD,39035.94496,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2002,million USD,13572.84403,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2002,million USD,18795.65858,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2002,million USD,13599.07328,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2002,million USD,41301.5081,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2002,million USD,1434.107904,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2002,million USD,2677.296336,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2002,million USD,13543.88886,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2002,million USD,126976.0082,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2002,million USD,32016.7977,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2002,million USD,292561.169,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2002,million USD,20561.98554,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2002,million USD,2323.57248,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2002,million USD,13059.78163,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2002,million USD,3322.464512,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2002,million USD,236807.8247,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2002,million USD,137009.7009,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2002,million USD,66411.33568,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2002,million USD,7276.92032,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2003,million USD,438228,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2003,million USD,412760,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2003,million USD,52522.98752,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2003,million USD,20752.06109,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2003,million USD,187772.5184,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2003,million USD,62506.15194,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2003,million USD,30482.06413,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2003,million USD,12778.08966,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2003,million USD,3571.433504,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2003,million USD,14217.40237,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2003,million USD,18098.70995,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2003,million USD,29188.88243,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2003,million USD,4813.257728,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2003,million USD,22157.59577,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2003,million USD,22033.85651,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2003,million USD,26900.17485,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2003,million USD,52060.74982,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2003,million USD,192825.557,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2003,million USD,1705.631744,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2003,million USD,396993.2006,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2003,million USD,45032.47258,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2003,million USD,19241.75737,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2003,million USD,19580.75392,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2003,million USD,48975.31904,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2003,million USD,52421.52486,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2003,million USD,14970.49562,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2003,million USD,117939.1386,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2003,million USD,1421.562496,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2003,million USD,11114.22464,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2003,million USD,328568.717,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2003,million USD,2860.55168,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2003,million USD,16295.2279,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2003,million USD,19512.00256,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2003,million USD,96258.38387,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2003,million USD,24223.39379,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2003,million USD,10400.51405,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2004,million USD,561229,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2004,million USD,593326,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2004,million USD,13877.52271,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2004,million USD,15304.24618,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2004,million USD,1899.307719,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2004,million USD,16183.90053,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2004,million USD,21121.14361,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2004,million USD,3234.306171,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2004,million USD,1542.355423,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2004,million USD,23386.94601,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2004,million USD,268260.3051,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2004,million USD,89153.16442,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2004,million USD,65473.45831,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2004,million USD,542366.488,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2004,million USD,74455.15673,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2004,million USD,24627.25061,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2004,million USD,87101.09036,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2004,million USD,29631.51831,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2004,million USD,47993.12143,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2004,million USD,68496.73257,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2004,million USD,22281.78159,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2004,million USD,171781.7235,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2004,million USD,14480.29143,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2004,million USD,42278.51841,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2004,million USD,24120.99269,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2004,million USD,128713.9256,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2004,million USD,25704.19457,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2004,million USD,20815.18675,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2004,million USD,23793.97782,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2004,million USD,26359.7297,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2004,million USD,252830.1429,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2004,million USD,428265.6464,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2004,million USD,61856.40381,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2004,million USD,33427.9117,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2004,million USD,6272.042564,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2004,million USD,14427.75702,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2005,million USD,761953,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2005,million USD,659953,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2005,million USD,94855.98062,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2005,million USD,29362.31598,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2005,million USD,30195.00109,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2005,million USD,3777.728152,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2005,million USD,19278.25722,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2005,million USD,77734.20925,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2005,million USD,225963.918,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2005,million USD,41050.17353,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2005,million USD,9956.943763,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2005,million USD,17621.87759,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2005,million USD,35772.12643,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2005,million USD,20412.7697,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2005,million USD,290477.8926,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2005,million USD,493140.8866,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2005,million USD,24004.19805,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2005,million USD,160467.8935,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2005,million USD,352233.9145,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2005,million USD,110695.1677,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2005,million USD,15502.66889,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2005,million USD,119612.1075,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2005,million USD,13545.03444,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2005,million USD,700341.558,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2005,million USD,1628.521021,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2005,million USD,24635.37121,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2005,million USD,95315.69142,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2005,million USD,26341.08525,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2005,million USD,31266.33486,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2005,million USD,63947.06152,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2005,million USD,45189.05484,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2005,million USD,74162.52325,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2005,million USD,2308.79879,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2005,million USD,35789.88614,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2005,million USD,28711.23279,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2005,million USD,21540.74182,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2006,million USD,968978,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2006,million USD,791461,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2006,million USD,158273.1081,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2006,million USD,51653.33662,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2006,million USD,38604.785,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2006,million USD,95378.726,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2006,million USD,456322.622,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2006,million USD,197947.7563,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2006,million USD,123612.772,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2006,million USD,32541.588,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2006,million USD,21618.20477,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2006,million USD,34951.66662,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2006,million USD,22917.25506,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2006,million USD,579501.9463,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2006,million USD,89000.58894,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2006,million USD,895389.672,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2006,million USD,4486.198,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2006,million USD,357020.7463,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2006,million USD,1723.835342,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2006,million USD,18579.60593,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2006,million USD,17769.657,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2006,million USD,35533.63207,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2006,million USD,32518.819,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2006,million USD,87046.84126,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2006,million USD,41050.371,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2006,million USD,27862.636,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2006,million USD,40692.31156,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2006,million USD,287316.303,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2006,million USD,14409.897,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2006,million USD,16357.93094,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2006,million USD,2715.171512,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2006,million USD,48677.851,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2006,million USD,29209.351,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2006,million USD,121721.8127,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2006,million USD,44528.911,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2006,million USD,134494.18,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2007,million USD,1220456,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2007,million USD,956116,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2007,million USD,165890.3899,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2007,million USD,42815.0015,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2007,million USD,16644.71152,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2007,million USD,24144.60833,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2007,million USD,6001.387411,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2007,million USD,107421.2378,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2007,million USD,3888.661614,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2007,million USD,23032.48679,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2007,million USD,210763.9087,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2007,million USD,41694.63517,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2007,million USD,24033.3501,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2007,million USD,115520.1283,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2007,million USD,577818.9377,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2007,million USD,347843.1626,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2007,million USD,35671.74629,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2007,million USD,38862.33369,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2007,million USD,33160.76843,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2007,million USD,146281.0264,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2007,million USD,1976.097428,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2007,million USD,59131.13764,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2007,million USD,20877.64258,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2007,million USD,145263.545,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2007,million USD,60340.80426,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2007,million USD,65368.6825,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2007,million USD,226458.5617,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2007,million USD,35737.06559,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2007,million USD,56032.16061,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2007,million USD,45457.95109,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2007,million USD,32422.26205,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2007,million USD,677516.1329,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2007,million USD,412653.591,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2007,million USD,1136143.146,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2007,million USD,105119.3859,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2007,million USD,51530.85768,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2008,million USD,1430693,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2008,million USD,1132567,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2008,million USD,70951.03204,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2008,million USD,48855.76525,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2008,million USD,16288.62672,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2008,million USD,35887.46851,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2008,million USD,42258.31566,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2008,million USD,5529.798535,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2008,million USD,31772.92282,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2008,million USD,733474.0023,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2008,million USD,169241.9939,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2008,million USD,8090.895076,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2008,million USD,2282.49648,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2008,million USD,65366.58346,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2008,million USD,176839.1085,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2008,million USD,86807.2104,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2008,million USD,1331387.894,,WTO,
